"Temperatura","Humedad","VientoVelocidad","Precipitation","PresionAtmosferica","Localizacion","TipoClima","Estacion"
24,98,14.5,98,1012.53,"Llanura","Lluvioso","Invierno"
-2,75,6.5,73,986.95,"Llanura","Nevado","Invierno"
22,65,13,30,1015.11,"Llanura","Nublado","Otonio"
32,59,3,7,1023.05,"Montania","Soleado","Verano"
34,70,14.5,57,995.6,"Llanura","Lluvioso","Invierno"
14,94,10,80,1006.04,"Costa","Lluvioso","Primavera"
33,67,7,58,992.1,"Llanura","Lluvioso","Verano"
27,23,3.5,7,1019.97,"Montania","Soleado","Otonio"
-2,73,8,96,991.39,"Montania","Nevado","Invierno"
18,76,1,38,1016.39,"Montania","Nublado","Otonio"
22,41,7.5,10,1011.37,"Costa","Soleado","Verano"
29,45,3.5,1,1029.92,"Costa","Soleado","Otonio"
24,55,7,91,945.26,"Montania","Lluvioso","Verano"
26,94,12,94,994.39,"Montania","Lluvioso","Verano"
36,23,5.5,1,1015.12,"Costa","Soleado","Primavera"
16,77,12.5,31,1005.08,"Llanura","Nublado","Verano"
-10,24,10,80,1085.67,"Costa","Lluvioso","Verano"
66,78,15.5,94,1028.15,"Llanura","Soleado","Primavera"
30,95,16.5,64,993.57,"Llanura","Lluvioso","Verano"
25,97,14.5,97,1022.72,"Montania","Soleado","Invierno"
18,65,8,10,803.84,"Llanura","Nevado","Invierno"
18,60,3.5,16,1000.61,"Llanura","Nublado","Otonio"
26,50,6.5,31,1016.4,"Llanura","Nublado","Otonio"
4,28,8,31,1030.83,"Llanura","Nublado","Otonio"
16,67,7,26,1019.26,"Costa","Nublado","Verano"
17,78,10,60,1018.7,"Costa","Lluvioso","Invierno"
24,50,2,8,1010.94,"Llanura","Soleado","Invierno"
24,53,1,43,1017.68,"Llanura","Nublado","Primavera"
28,94,18.5,53,1013.67,"Llanura","Lluvioso","Otonio"
25,65,18.5,93,1009.53,"Llanura","Lluvioso","Primavera"
20,29,2.5,9,1026.37,"Llanura","Soleado","Invierno"
20,75,10.5,81,1015.58,"Llanura","Lluvioso","Primavera"
-4,34,3,31,1033.54,"Montania","Nublado","Primavera"
15,85,9.5,81,996.57,"Costa","Lluvioso","Primavera"
20,53,8,19,1014.95,"Llanura","Nublado","Invierno"
60,80,17,109,1010.1,"Costa","Soleado","Invierno"
42,62,10,6,1019.73,"Llanura","Soleado","Otonio"
12,74,13,99,997.56,"Llanura","Lluvioso","Invierno"
28,72,8,75,1017.73,"Llanura","Lluvioso","Primavera"
41,103,19,88,997.05,"Llanura","Lluvioso","Otonio"
-2,73,4.5,86,980.14,"Montania","Nevado","Invierno"
26,67,14,26,1013.84,"Costa","Nublado","Invierno"
37,58,5,13,1023.89,"Costa","Soleado","Primavera"
23,37,5,7,1014.42,"Montania","Soleado","Primavera"
16,74,5,41,1017.04,"Montania","Nublado","Otonio"
41,39,1,11,1014.21,"Montania","Soleado","Primavera"
23,49,9.5,14,1010.68,"Montania","Soleado","Invierno"
17,34,5.5,28,1126.53,"Costa","Soleado","Verano"
40,22,9.5,12,1027.64,"Montania","Soleado","Verano"
-2,74,18.5,95,980.67,"Montania","Nevado","Invierno"
31,39,4.5,58,1153.78,"Llanura","Soleado","Primavera"
57,91,37,71,992.17,"Costa","Lluvioso","Otonio"
28,65,1.5,20,1007,"Montania","Nublado","Primavera"
34,54,2.5,13,1029.27,"Costa","Soleado","Otonio"
16,55,12.5,40,1008.97,"Costa","Nublado","Invierno"
-10,96,18.5,63,999.65,"Llanura","Nevado","Invierno"
31,55,0.5,11,1013.31,"Llanura","Nublado","Verano"
-17,81,14,89,983.73,"Llanura","Nevado","Invierno"
8,42,11,99,988.23,"Llanura","Soleado","Invierno"
-7,62,16.5,51,996.48,"Montania","Nevado","Invierno"
10,39,7.5,17,1089.87,"Montania","Soleado","Otonio"
71,101,15.5,74,1004.03,"Montania","Nublado","Primavera"
-7,79,18,52,988.61,"Montania","Nevado","Invierno"
4,88,10.5,52,999.85,"Montania","Nevado","Invierno"
13,98,6,63,1009.32,"Llanura","Lluvioso","Verano"
31,77,7.5,90,1005.27,"Costa","Lluvioso","Primavera"
42,105,26.5,108,1009.61,"Llanura","Lluvioso","Invierno"
30,69,20,80,995.21,"Llanura","Lluvioso","Otonio"
32,99,16,93,1002,"Montania","Lluvioso","Primavera"
10,51,4,26,1000.48,"Llanura","Nublado","Otonio"
17,53,1.5,20,1001.72,"Llanura","Nublado","Primavera"
36,69,10,50,1126.23,"Costa","Soleado","Otonio"
19,77,9,71,997.53,"Montania","Lluvioso","Verano"
23,81,9,90,998,"Llanura","Lluvioso","Primavera"
34,48,8,6,1020.3,"Costa","Soleado","Otonio"
27,64,8,84,1005.59,"Costa","Lluvioso","Verano"
40,98,39,83,1001.23,"Montania","Lluvioso","Primavera"
32,57,5,45,1006.4,"Llanura","Nublado","Primavera"
-9,61,6.5,33,954.55,"Costa","Lluvioso","Verano"
27,70,14.5,22,1002.92,"Costa","Nublado","Verano"
18,76,5.5,27,1005.5,"Llanura","Nublado","Otonio"
-1,73,3.5,69,996.29,"Llanura","Nevado","Invierno"
24,76,14,94,1014.88,"Llanura","Soleado","Otonio"
-18,48,14.5,96,965.3,"Montania","Nublado","Verano"
34,26,6,7,1023.57,"Montania","Soleado","Otonio"
18,90,10,109,1002.28,"Llanura","Nublado","Primavera"
3,62,11.5,84,999.72,"Montania","Nevado","Invierno"
34,62,5,5,1018.17,"Llanura","Soleado","Otonio"
40,56,8,7,1021.72,"Llanura","Soleado","Invierno"
18,57,11,41,1018.1,"Costa","Nublado","Primavera"
32,51,9.5,19,1010.68,"Montania","Nublado","Otonio"
10,33,5,20,967.86,"Llanura","Soleado","Invierno"
51,95,11,87,1016.52,"Costa","Soleado","Primavera"
31,63,13,19,1008.45,"Montania","Nublado","Primavera"
26,50,6.5,16,1025.35,"Llanura","Soleado","Otonio"
10,92,20,64,1011.72,"Montania","Lluvioso","Otonio"
31,56,7.5,28,1005.9,"Llanura","Nublado","Invierno"
32,66,5.5,9,1029.46,"Llanura","Soleado","Otonio"
35,61,4,7,1028.91,"Montania","Soleado","Verano"
18,90,15,73,998.94,"Costa","Lluvioso","Otonio"
61,103,6,92,1025.47,"Llanura","Soleado","Primavera"
4,50,8.5,13,1012.72,"Llanura","Soleado","Verano"
-9,36,5,69,899.5,"Montania","Lluvioso","Primavera"
43,45,2,11,1024.95,"Llanura","Soleado","Otonio"
21,53,2.5,19,1022.3,"Montania","Soleado","Otonio"
-20,59,12.5,64,1143.28,"Costa","Nublado","Primavera"
34,57,7,14,1022.61,"Costa","Soleado","Primavera"
13,68,7,10,1013.89,"Llanura","Nublado","Primavera"
-8,91,6.5,63,984.53,"Montania","Nevado","Invierno"
38,36,15,69,1163.81,"Montania","Nublado","Primavera"
32,81,18,80,991.73,"Costa","Lluvioso","Primavera"
11,72,11.5,13,1193.75,"Montania","Soleado","Verano"
26,69,11.5,48,1014.16,"Llanura","Nublado","Otonio"
28,79,13,21,1008.35,"Montania","Nublado","Primavera"
10,75,11,12,1003.21,"Montania","Nublado","Verano"
11,78,13.5,36,1007.03,"Llanura","Nublado","Verano"
43,95,3.5,74,1029.28,"Llanura","Soleado","Primavera"
38,58,6.5,11,1013,"Llanura","Soleado","Invierno"
27,62,6.5,68,997.3,"Costa","Lluvioso","Invierno"
39,62,1.5,13,1021.87,"Costa","Soleado","Invierno"
-5,80,17,93,987.55,"Montania","Nevado","Invierno"
29,85,29,87,1019.66,"Montania","Nublado","Verano"
43,68,6,13,1025.28,"Costa","Soleado","Primavera"
11,97,8,98,1009.68,"Montania","Lluvioso","Otonio"
-8,20,13.5,41,1025.26,"Costa","Nublado","Invierno"
-3,104,10.5,92,988.83,"Montania","Nevado","Invierno"
28,49,0.5,0,1024.9,"Costa","Soleado","Verano"
17,53,11,38,1009.76,"Costa","Nublado","Primavera"
13,71,9,41,1019.47,"Llanura","Nublado","Verano"
23,67,12,67,1010.35,"Llanura","Lluvioso","Verano"
-6,68,6.5,78,995.84,"Llanura","Nevado","Invierno"
24,72,8.5,70,1010.54,"Costa","Lluvioso","Invierno"
21,77,10.5,19,1002.73,"Costa","Nublado","Primavera"
15,76,6,45,1007.61,"Llanura","Nublado","Otonio"
20,77,3.5,41,1011.54,"Montania","Nublado","Otonio"
31,77,8,48,1014.2,"Montania","Nublado","Invierno"
87,83,6.5,77,1026.77,"Costa","Soleado","Otonio"
10,93,13,57,990.12,"Llanura","Lluvioso","Primavera"
44,52,7,1,1019.63,"Costa","Soleado","Verano"
41,64,7.5,23,1028.04,"Llanura","Nevado","Primavera"
31,55,4,10,1027.98,"Montania","Soleado","Primavera"
66,75,10.5,83,1014.82,"Costa","Nublado","Primavera"
34,53,8,95,1067.18,"Llanura","Lluvioso","Otonio"
27,54,2,16,1001.79,"Costa","Nublado","Primavera"
43,35,5,1,1024.76,"Costa","Soleado","Otonio"
-17,56,14,11,914.79,"Costa","Soleado","Primavera"
31,95,16,67,1004.65,"Costa","Lluvioso","Invierno"
29,79,19.5,93,1000.65,"Costa","Lluvioso","Otonio"
23,74,11.5,78,1018.92,"Costa","Lluvioso","Verano"
-2,73,11.5,53,988.55,"Montania","Nevado","Invierno"
37,34,2,1,1013.31,"Montania","Soleado","Verano"
27,74,18.5,90,999.15,"Costa","Lluvioso","Otonio"
10,74,1.5,23,1006.47,"Llanura","Nublado","Invierno"
39,96,16,96,1015.42,"Costa","Soleado","Otonio"
43,30,4,3,1014.67,"Llanura","Soleado","Primavera"
12,67,7.5,38,1017.41,"Montania","Nublado","Primavera"
19,54,2,47,1006.28,"Costa","Nublado","Verano"
23,63,10,90,1004.65,"Llanura","Lluvioso","Otonio"
40,66,3.5,13,1018.7,"Llanura","Soleado","Verano"
27,91,18,86,996.14,"Costa","Lluvioso","Verano"
-8,94,15,59,988.28,"Montania","Nevado","Invierno"
32,21,9,5,1014.7,"Costa","Soleado","Otonio"
33,85,20,79,997.21,"Costa","Lluvioso","Verano"
47,80,5.5,104,1029.85,"Costa","Soleado","Invierno"
10,78,7.5,94,997.8,"Llanura","Nevado","Verano"
21,94,10,109,1027.71,"Montania","Soleado","Primavera"
12,75,17.5,71,1002.27,"Llanura","Lluvioso","Verano"
70,71,19,99,1017.47,"Costa","Nublado","Otonio"
44,41,5,11,1022.17,"Montania","Soleado","Primavera"
36,34,1,10,1018.65,"Costa","Soleado","Verano"
32,79,2.5,45,1009.02,"Montania","Nublado","Primavera"
29,39,4.5,15,1018.76,"Costa","Soleado","Invierno"
0,61,19.5,64,997.6,"Montania","Nevado","Invierno"
29,63,11,54,995.02,"Llanura","Lluvioso","Otonio"
1,95,6,77,985.54,"Montania","Nevado","Invierno"
27,59,9.5,41,1001.39,"Montania","Nublado","Primavera"
18,58,3.5,19,1003.56,"Montania","Nublado","Primavera"
32,70,17,63,996.92,"Costa","Lluvioso","Primavera"
27,59,4,17,1004.23,"Llanura","Nublado","Verano"
43,58,9,4,1012.06,"Montania","Soleado","Verano"
18,71,14.5,19,1012.02,"Llanura","Nublado","Verano"
-13,39,14.5,17,970.48,"Llanura","Lluvioso","Verano"
27,64,6.5,16,1004.15,"Montania","Nublado","Verano"
22,92,9.5,78,993.32,"Montania","Lluvioso","Verano"
16,46,11.5,19,1141.48,"Llanura","Soleado","Invierno"
32,67,12.5,36,1004.28,"Montania","Nublado","Primavera"
27,63,8,73,1016.64,"Montania","Lluvioso","Verano"
63,98,26.5,97,1011.04,"Costa","Lluvioso","Primavera"
31,52,7.5,20,1005.64,"Costa","Nublado","Verano"
19,86,6.5,62,1019.14,"Llanura","Lluvioso","Verano"
16,75,14.5,60,1015.62,"Llanura","Lluvioso","Primavera"
21,40,10,15,1025.18,"Llanura","Soleado","Verano"
42,31,8.5,1,1028.59,"Montania","Soleado","Primavera"
24,29,5.5,9,1025.51,"Montania","Soleado","Primavera"
25,83,12,91,995.62,"Costa","Lluvioso","Invierno"
29,103,11.5,86,995.57,"Llanura","Lluvioso","Primavera"
30,41,1.5,9,1026.23,"Llanura","Soleado","Otonio"
13,67,1.5,30,1002.88,"Costa","Nublado","Verano"
49,106,21,85,1015.18,"Costa","Lluvioso","Primavera"
43,41,9,12,1029.46,"Llanura","Soleado","Verano"
-11,87,28.5,79,984.69,"Llanura","Nevado","Invierno"
-2,73,8,75,992.77,"Llanura","Nevado","Invierno"
1,96,18.5,85,989.08,"Llanura","Nevado","Invierno"
43,46,8.5,6,1014.34,"Llanura","Soleado","Invierno"
76,101,14.5,105,995.59,"Costa","Lluvioso","Verano"
41,55,3.5,6,1029.72,"Costa","Soleado","Otonio"
-17,62,11.5,52,944.01,"Costa","Nublado","Otonio"
48,51,3,59,932.02,"Montania","Nevado","Otonio"
21,59,8,19,1022.45,"Costa","Soleado","Otonio"
-1,84,6.5,92,993.65,"Llanura","Nevado","Invierno"
15,74,9,14,1013.67,"Llanura","Nublado","Otonio"
23,72,7,90,991.3,"Costa","Lluvioso","Invierno"
17,66,14,36,1008.45,"Costa","Nublado","Primavera"
39,65,0.5,7,1012.53,"Costa","Soleado","Primavera"
15,94,14.5,65,1015.79,"Llanura","Lluvioso","Primavera"
21,108,4,95,1016.17,"Montania","Soleado","Verano"
16,68,6.5,63,993.1,"Costa","Lluvioso","Primavera"
19,28,11,92,969.51,"Costa","Nevado","Primavera"
28,98,16.5,86,1019.5,"Montania","Lluvioso","Primavera"
21,76,2,35,1010.1,"Costa","Nublado","Verano"
31,65,4.5,45,1016.06,"Montania","Nublado","Primavera"
18,81,6.5,108,1015.84,"Llanura","Soleado","Primavera"
22,62,4.5,0,1021.11,"Llanura","Soleado","Primavera"
35,36,4.5,18,1028.41,"Llanura","Soleado","Verano"
22,24,1.5,7,1029.6,"Montania","Soleado","Primavera"
32,83,16,91,1012.99,"Costa","Soleado","Otonio"
26,97,16,96,1008.87,"Llanura","Lluvioso","Otonio"
15,68,9,89,1006.18,"Costa","Lluvioso","Otonio"
44,42,5.5,12,1021.99,"Costa","Soleado","Invierno"
11,80,8,93,1003.54,"Montania","Lluvioso","Primavera"
31,78,9,30,1004.97,"Montania","Nublado","Otonio"
24,77,0.5,39,1086.63,"Costa","Nevado","Primavera"
16,54,2,16,1004.26,"Llanura","Nublado","Primavera"
16,76,9,62,1014.72,"Montania","Lluvioso","Verano"
13,84,23.5,90,1000.1,"Llanura","Nublado","Verano"
29,51,12.5,41,1006.49,"Llanura","Nublado","Otonio"
20,80,14,96,1016.56,"Costa","Lluvioso","Verano"
26,38,2.5,50,836.75,"Costa","Nevado","Otonio"
4,65,4,74,995.43,"Llanura","Nevado","Invierno"
2,61,3.5,88,982.39,"Montania","Nevado","Invierno"
14,72,13.5,40,1017.03,"Montania","Nublado","Otonio"
28,31,0,7,1014.08,"Costa","Soleado","Verano"
16,53,5.5,95,999.71,"Costa","Nevado","Primavera"
37,71,0.5,85,1009.67,"Llanura","Nublado","Verano"
26,59,8,24,1001.63,"Llanura","Nublado","Invierno"
-4,68,11,97,995.1,"Llanura","Nevado","Invierno"
10,82,19.5,76,991.99,"Costa","Lluvioso","Invierno"
10,41,3,88,1169.76,"Montania","Soleado","Otonio"
34,51,0,13,895.82,"Montania","Lluvioso","Verano"
51,96,14,98,1023.18,"Montania","Soleado","Verano"
27,57,5.5,9,1020.83,"Costa","Soleado","Primavera"
14,75,14.5,37,1013.46,"Costa","Nublado","Primavera"
-4,72,15,64,996.18,"Llanura","Nevado","Invierno"
23,52,12.5,39,1006.2,"Costa","Nublado","Verano"
13,78,8.5,32,1018.29,"Costa","Nublado","Verano"
27,30,12.5,26,1029.39,"Llanura","Nublado","Primavera"
30,107,4,80,1001.86,"Montania","Nublado","Verano"
28,75,13.5,21,1010.05,"Montania","Nublado","Invierno"
24,90,1,89,1015.43,"Costa","Soleado","Otonio"
21,68,13,15,1010.94,"Montania","Nublado","Otonio"
11,89,15,53,1010.86,"Montania","Lluvioso","Verano"
34,68,7,39,1008.96,"Montania","Nublado","Verano"
23,74,14.5,20,1001.95,"Llanura","Nublado","Invierno"
0,77,35.5,90,984.93,"Llanura","Nevado","Invierno"
21,66,6,40,1004.33,"Montania","Nublado","Primavera"
10,92,14,105,1013.97,"Costa","Lluvioso","Verano"
7,91,22.5,106,988.76,"Montania","Nevado","Invierno"
44,109,23,83,1018.72,"Montania","Nublado","Primavera"
4,66,7,95,993.11,"Llanura","Nevado","Invierno"
27,79,14.5,33,1008.34,"Costa","Nublado","Invierno"
17,65,4.5,21,1011.56,"Llanura","Nublado","Otonio"
-4,91,20,92,990.35,"Llanura","Nevado","Invierno"
-10,77,18,65,984.09,"Montania","Nevado","Invierno"
-6,87,18,90,994.71,"Llanura","Nevado","Invierno"
27,25,9,4,1010.7,"Costa","Soleado","Primavera"
40,63,4,8,1021.77,"Llanura","Soleado","Invierno"
32,71,19.5,78,1016.92,"Costa","Lluvioso","Primavera"
30,79,1,47,1013,"Montania","Nublado","Primavera"
38,60,4,19,1015.89,"Montania","Soleado","Otonio"
13,68,8,36,1018.32,"Costa","Nublado","Primavera"
25,49,7.5,17,1027.64,"Llanura","Soleado","Invierno"
-2,58,3,81,835.37,"Costa","Nublado","Verano"
32,26,10,11,1016.82,"Llanura","Soleado","Verano"
23,26,8.5,9,1026.74,"Costa","Soleado","Otonio"
28,65,11.5,67,1008.39,"Llanura","Lluvioso","Otonio"
33,90,18.5,68,994.03,"Costa","Lluvioso","Invierno"
11,85,16,67,1009.6,"Llanura","Lluvioso","Otonio"
-6,67,14.5,95,996.05,"Llanura","Nevado","Invierno"
33,64,7,8,1016.75,"Costa","Soleado","Otonio"
25,61,7,11,1003.57,"Montania","Nublado","Otonio"
28,72,4,46,1017.95,"Llanura","Nublado","Otonio"
35,55,4,51,917.59,"Montania","Lluvioso","Verano"
22,82,16.5,89,1018.66,"Montania","Lluvioso","Primavera"
-5,40,2.5,15,1122.53,"Montania","Nublado","Otonio"
2,64,2.5,52,996.59,"Llanura","Nevado","Invierno"
12,86,12,58,1011.56,"Costa","Lluvioso","Otonio"
24,23,6.5,4,1022.62,"Costa","Soleado","Verano"
20,56,1,14,1015.7,"Llanura","Soleado","Otonio"
-10,87,19,71,998.9,"Llanura","Nevado","Invierno"
23,77,18.5,87,995.31,"Costa","Lluvioso","Otonio"
77,106,33,95,992.06,"Costa","Lluvioso","Invierno"
31,58,7,14,1004.04,"Costa","Nublado","Invierno"
25,28,8.5,11,1026.31,"Costa","Soleado","Verano"
21,58,9,0,1019.81,"Costa","Soleado","Primavera"
-3,72,12,61,988.7,"Montania","Nevado","Invierno"
42,61,4.5,4,1025.04,"Costa","Soleado","Primavera"
24,73,8.5,34,1005.91,"Montania","Nublado","Otonio"
31,69,6,25,998.99,"Montania","Soleado","Otonio"
11,93,8,61,1010.05,"Costa","Lluvioso","Primavera"
30,45,1.5,2,1022.46,"Costa","Soleado","Verano"
31,27,10,1,1027.32,"Llanura","Soleado","Primavera"
45,49,2,79,810.56,"Costa","Nevado","Verano"
22,47,8.5,15,1014.59,"Montania","Soleado","Primavera"
31,90,7.5,99,996.82,"Montania","Lluvioso","Verano"
-6,87,16.5,53,996.46,"Llanura","Nevado","Invierno"
33,92,6.5,76,993.69,"Llanura","Lluvioso","Primavera"
23,40,6.5,7,1024.16,"Costa","Soleado","Invierno"
13,53,6,46,1011.45,"Montania","Nublado","Invierno"
22,65,7.5,18,1022.12,"Montania","Soleado","Otonio"
20,66,8.5,12,1013.18,"Montania","Soleado","Verano"
22,58,2.5,15,1012.13,"Montania","Soleado","Otonio"
22,85,5.5,63,1007.05,"Llanura","Lluvioso","Verano"
12,65,6.5,13,1010.57,"Montania","Nublado","Invierno"
25,99,15.5,50,1000.35,"Costa","Lluvioso","Otonio"
27,45,3.5,1,1011.02,"Montania","Soleado","Verano"
33,25,8,6,1023.77,"Llanura","Soleado","Primavera"
20,106,44,91,991.05,"Montania","Lluvioso","Otonio"
18,51,3,34,1008.18,"Costa","Nublado","Verano"
-9,72,9.5,51,999.3,"Llanura","Nevado","Invierno"
34,65,7,3,1011.23,"Montania","Soleado","Verano"
15,67,11,65,1006.82,"Costa","Lluvioso","Verano"
-4,82,12.5,51,997.68,"Montania","Nevado","Invierno"
16,95,5.5,84,1011.25,"Montania","Nublado","Verano"
32,30,8,15,1010.24,"Montania","Soleado","Primavera"
26,92,33,72,1007.89,"Montania","Lluvioso","Primavera"
0,92,9,76,994.23,"Llanura","Nevado","Invierno"
30,84,5,93,997.73,"Costa","Lluvioso","Verano"
39,61,5,14,1010.83,"Costa","Soleado","Otonio"
29,105,5,101,1011.92,"Costa","Soleado","Otonio"
-7,82,12.5,82,983.78,"Llanura","Nevado","Invierno"
18,56,0,18,1005.55,"Montania","Nublado","Primavera"
19,72,10,88,1014.43,"Costa","Soleado","Otonio"
3,89,19,67,995.64,"Llanura","Nevado","Invierno"
-14,38,1.5,52,1111.93,"Montania","Nevado","Primavera"
15,108,24,104,1002.99,"Montania","Nublado","Otonio"
28,76,11.5,78,1015.82,"Llanura","Lluvioso","Verano"
38,32,1.5,10,1010.05,"Montania","Soleado","Otonio"
18,102,15,104,1018.3,"Costa","Soleado","Otonio"
-12,68,4,76,1052.9,"Llanura","Soleado","Otonio"
40,34,9,0,1028.25,"Montania","Soleado","Primavera"
35,54,5.5,10,1023.43,"Llanura","Soleado","Verano"
33,30,1,4,1026.91,"Montania","Soleado","Primavera"
15,75,8,30,1015.62,"Montania","Nublado","Verano"
31,31,3.5,11,1010.47,"Llanura","Soleado","Otonio"
15,76,9,15,1013.25,"Costa","Nublado","Otonio"
20,78,9,92,1008.08,"Montania","Nublado","Verano"
22,38,2.5,11,1024.93,"Montania","Soleado","Primavera"
22,76,9.5,31,1005.45,"Montania","Nublado","Verano"
16,73,37.5,94,1002.36,"Llanura","Lluvioso","Primavera"
16,85,9.5,65,1014.99,"Montania","Lluvioso","Verano"
23,91,23,89,1013.79,"Costa","Lluvioso","Primavera"
30,32,3,3,1012.93,"Montania","Soleado","Invierno"
16,74,14.5,65,995.58,"Montania","Lluvioso","Verano"
43,28,2,0,1027.55,"Llanura","Soleado","Primavera"
10,70,5,58,1015.82,"Montania","Lluvioso","Invierno"
33,61,6,78,1019.2,"Costa","Lluvioso","Invierno"
24,76,16,69,999.91,"Montania","Lluvioso","Primavera"
23,73,0.5,44,1005.87,"Montania","Nublado","Verano"
-15,37,5.5,34,852.76,"Montania","Lluvioso","Otonio"
-17,44,2,80,950.59,"Costa","Soleado","Primavera"
-3,93,11.5,61,988.38,"Llanura","Nevado","Invierno"
39,34,0.5,7,1029.33,"Costa","Soleado","Invierno"
27,61,18.5,93,1007.73,"Costa","Lluvioso","Invierno"
12,72,7,35,1008.54,"Costa","Nublado","Primavera"
-1,73,11,71,985.83,"Llanura","Nevado","Invierno"
17,99,7.5,85,992.33,"Costa","Lluvioso","Invierno"
41,34,9.5,3,1015.17,"Llanura","Soleado","Otonio"
22,24,6,0,1023.91,"Montania","Soleado","Otonio"
19,99,12.5,57,994.3,"Costa","Lluvioso","Verano"
-2,85,8.5,55,999.3,"Montania","Nevado","Invierno"
36,35,4.5,17,1010.94,"Costa","Soleado","Otonio"
31,59,8.5,73,914.79,"Montania","Lluvioso","Primavera"
-8,82,6.5,53,987.08,"Llanura","Nevado","Invierno"
17,60,11,12,1007.55,"Costa","Nublado","Invierno"
34,53,0,0,1019.78,"Llanura","Soleado","Primavera"
27,37,8.5,14,1021.89,"Montania","Soleado","Otonio"
16,92,25.5,80,1016.66,"Costa","Lluvioso","Otonio"
42,35,7,2,1028.81,"Costa","Soleado","Otonio"
-15,76,5.5,77,980.24,"Montania","Nevado","Invierno"
6,28,0.5,11,1194.69,"Montania","Soleado","Primavera"
23,80,6,54,1015.46,"Montania","Lluvioso","Invierno"
34,51,1.5,35,1005.67,"Montania","Nublado","Verano"
22,33,1.5,13,1010.66,"Llanura","Soleado","Otonio"
44,34,1.5,18,1016.96,"Montania","Soleado","Primavera"
-8,84,3,58,989.47,"Montania","Nevado","Invierno"
30,33,8.5,16,1010.6,"Montania","Soleado","Otonio"
11,63,7,13,1009.2,"Llanura","Nublado","Invierno"
33,93,18.5,93,1013.71,"Montania","Lluvioso","Verano"
-9,82,16,85,995.61,"Llanura","Nevado","Invierno"
19,56,3,22,1008.09,"Costa","Nublado","Verano"
15,69,7.5,55,929.31,"Llanura","Lluvioso","Primavera"
20,75,5,11,1007.74,"Costa","Nublado","Verano"
34,42,4,6,1023.9,"Montania","Soleado","Otonio"
4,92,19,80,985.07,"Llanura","Nevado","Invierno"
27,97,5.5,70,1014.68,"Llanura","Lluvioso","Primavera"
28,101,8,95,1019.07,"Llanura","Soleado","Otonio"
-10,89,12.5,90,995.44,"Montania","Nevado","Invierno"
15,76,15,77,999.71,"Costa","Lluvioso","Otonio"
21,61,15.5,58,1016.19,"Costa","Lluvioso","Otonio"
32,95,5.5,102,1018.34,"Llanura","Nublado","Otonio"
42,56,5,2,1028.09,"Costa","Soleado","Verano"
9,88,19,88,1001.62,"Costa","Lluvioso","Otonio"
15,66,7.5,49,1015.58,"Costa","Nublado","Verano"
-5,84,13,85,987.11,"Llanura","Nevado","Invierno"
12,79,4,16,1005.44,"Costa","Nublado","Otonio"
-12,32,13.5,45,926.47,"Llanura","Soleado","Verano"
36,57,8,17,1028.35,"Montania","Soleado","Verano"
27,68,7,61,997.22,"Montania","Lluvioso","Verano"
34,75,3,17,1019.39,"Montania","Nublado","Verano"
57,85,28,107,1016.29,"Costa","Lluvioso","Otonio"
2,68,8,92,994.14,"Llanura","Nevado","Invierno"
22,28,1.5,13,1022.9,"Llanura","Soleado","Otonio"
23,75,2.5,11,1012.14,"Costa","Nublado","Invierno"
49,73,1.5,101,1017.37,"Montania","Soleado","Verano"
-10,62,14,58,989.05,"Llanura","Nevado","Invierno"
15,74,18,90,1006.95,"Montania","Lluvioso","Invierno"
23,46,6,18,1012.17,"Montania","Soleado","Verano"
33,94,13.5,67,997.77,"Costa","Lluvioso","Primavera"
24,70,2.5,12,1014.71,"Costa","Nublado","Otonio"
-6,74,0,55,991,"Llanura","Nevado","Invierno"
33,77,12,65,997.76,"Costa","Lluvioso","Otonio"
14,80,18,75,1016.31,"Montania","Lluvioso","Invierno"
15,68,3.5,57,1049.56,"Montania","Soleado","Verano"
10,63,14,74,1015.72,"Llanura","Lluvioso","Verano"
17,62,14,85,991.8,"Montania","Lluvioso","Primavera"
42,63,7,15,1012.89,"Costa","Soleado","Otonio"
26,82,17.5,87,1005.75,"Costa","Lluvioso","Verano"
30,68,13.5,40,1002.37,"Costa","Nublado","Verano"
-1,79,0.5,60,990.46,"Montania","Nevado","Invierno"
23,51,3,16,1014.27,"Montania","Soleado","Primavera"
36,107,15.5,101,1008.87,"Llanura","Nublado","Primavera"
21,65,19,55,1013.7,"Montania","Lluvioso","Otonio"
28,68,7,4,1017.01,"Montania","Soleado","Primavera"
34,92,18,51,1010.67,"Costa","Lluvioso","Otonio"
-1,95,18.5,70,993.38,"Llanura","Nevado","Invierno"
10,62,12.5,91,1001.13,"Llanura","Nublado","Otonio"
24,70,8,10,1012.9,"Montania","Nublado","Otonio"
27,84,15.5,53,1019.1,"Costa","Lluvioso","Primavera"
28,60,1.5,25,1009.14,"Montania","Nublado","Primavera"
26,74,12.5,86,1006.27,"Costa","Lluvioso","Verano"
28,87,18,90,995.48,"Llanura","Lluvioso","Verano"
34,69,4,10,1015.61,"Costa","Nublado","Otonio"
26,20,3.5,1,1025.91,"Llanura","Soleado","Otonio"
60,81,11,102,1018.32,"Costa","Soleado","Otonio"
18,37,3,11,888.19,"Llanura","Nevado","Otonio"
19,77,3,24,1006.27,"Llanura","Nublado","Primavera"
14,84,15.5,90,1011.37,"Montania","Lluvioso","Otonio"
30,62,5.5,16,1028.33,"Montania","Soleado","Verano"
